"name"	"package"	"summary"	"Description"	"Usage"	"Arguments"	"error"
"rowwise_df_tidiers"	"broom"	"Tidying methods for rowwise_dfs from dplyr, for tidying each row andrecombining the results"	"<p>These <code>tidy</code>, <code>augment</code> and <code>glance</code> methods are for performing tidying on each row of a rowwise data frame created by dplyr's <code>group_by</code> and <code>do</code> operations. They first group a rowwise data frame based on all columns that are not lists, then perform the tidying operation on the specified column. This greatly shortens a common idiom of extracting tidy/augment/glance outputs after a do statement. </p>"	"<pre>## S3 method for class 'rowwise_df' tidy(x, object, ...)<br />## S3 method for class 'rowwise_df' tidy_(x, object, ...)<br />## S3 method for class 'rowwise_df' augment(x, object, ...)<br />## S3 method for class 'rowwise_df' augment_(x, object, ...)<br />## S3 method for class 'rowwise_df' glance(x, object, ...)<br />## S3 method for class 'rowwise_df' glance_(x, object, ...)<br />## S3 method for class 'tbl_df' tidy(x, ...)<br />## S3 method for class 'tbl_df' augment(x, ...)<br />## S3 method for class 'tbl_df' glance(x, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>a rowwise_df</p> </td> </tr> <tr valign='top'> <td><code>object</code></td> <td> <p>the column name of the column containing the models to be tidied. For tidy, augment, and glance it should be the bare name; for _ methods it should be quoted.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>additional arguments to pass on to the respective tidying method</p> </td> </tr> </table> "	FALSE
"rowwise_df_tidiers"	"broom"	"Tidying methods for rowwise_dfs from dplyr, for tidying each row andrecombining the results"	"<p>These <code>tidy</code>, <code>augment</code> and <code>glance</code> methods are for performing tidying on each row of a rowwise data frame created by dplyr's <code>group_by</code> and <code>do</code> operations. They first group a rowwise data frame based on all columns that are not lists, then perform the tidying operation on the specified column. This greatly shortens a common idiom of extracting tidy/augment/glance outputs after a do statement. </p>"	"<pre>## S3 method for class 'rowwise_df' tidy(x, object, ...)<br />## S3 method for class 'rowwise_df' tidy_(x, object, ...)<br />## S3 method for class 'rowwise_df' augment(x, object, ...)<br />## S3 method for class 'rowwise_df' augment_(x, object, ...)<br />## S3 method for class 'rowwise_df' glance(x, object, ...)<br />## S3 method for class 'rowwise_df' glance_(x, object, ...)<br />## S3 method for class 'tbl_df' tidy(x, ...)<br />## S3 method for class 'tbl_df' augment(x, ...)<br />## S3 method for class 'tbl_df' glance(x, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>a rowwise_df</p> </td> </tr> <tr valign='top'> <td><code>object</code></td> <td> <p>the column name of the column containing the models to be tidied. For tidy, augment, and glance it should be the bare name; for _ methods it should be quoted.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>additional arguments to pass on to the respective tidying method</p> </td> </tr> </table> "	FALSE
"augment_columns"	"broom"	"add fitted values, residuals, and other common outputs toan augment call"	"<p>Add fitted values, residuals, and other common outputs to the value returned from <code>augment</code>. </p>"	"<pre>augment_columns(x, data, newdata, type, type.predict = type,<br />   type.residuals = type, se.fit = TRUE, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>a model</p> </td> </tr> <tr valign='top'> <td><code>data</code></td> <td> <p>original data onto which columns should be added</p> </td> </tr> <tr valign='top'> <td><code>newdata</code></td> <td> <p>new data to predict on, optional</p> </td> </tr> <tr valign='top'> <td><code>type</code></td> <td> <p>Type of prediction and residuals to compute</p> </td> </tr> <tr valign='top'> <td><code>type.predict</code></td> <td> <p>Type of prediction to compute; by default same as <code>type</code></p> </td> </tr> <tr valign='top'> <td><code>type.residuals</code></td> <td> <p>Type of residuals to compute; by default same as <code>type</code></p> </td> </tr> <tr valign='top'> <td><code>se.fit</code></td> <td> <p>Value to pass to predict's <code>se.fit</code>, or NULL for no value</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>extra arguments (not used)</p> </td> </tr> </table> "	FALSE
"biglm_tidiers"	"broom"	"Tidiers for biglm and bigglm object"	"<p>Tidiers for biglm object from the 'biglm' package, which contains a linear model object that is limited in memory usage. Generally the behavior is as similar to the <code>lm_tidiers</code> as is possible. Currently no <code>augment</code> is defined. </p>"	"<pre>## S3 method for class 'biglm' tidy(x, conf.int = FALSE, conf.level = 0.95,<br />   exponentiate = FALSE, quick = FALSE, ...)<br />## S3 method for class 'biglm' glance(x, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>a 'biglm' object</p> </td> </tr> <tr valign='top'> <td><code>conf.int</code></td> <td> <p>whether to include a confidence interval</p> </td> </tr> <tr valign='top'> <td><code>conf.level</code></td> <td> <p>confidence level of the interval, used only if <code>conf.int=TRUE</code></p> </td> </tr> <tr valign='top'> <td><code>exponentiate</code></td> <td> <p>whether to exponentiate the coefficient estimates and confidence intervals (typical for logistic regression)</p> </td> </tr> <tr valign='top'> <td><code>quick</code></td> <td> <p>whether to compute a smaller and faster version, containing only the <code>term</code> and <code>estimate</code> columns.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>extra arguments (not used)</p> </td> </tr> </table> "	FALSE
"binDesign_tidiers"	"broom"	"Tidy a binDesign object"	"<p>Tidy a binDesign object from the 'binGroup' package, which determines the sample size needed for a particular power. </p>"	"<pre>## S3 method for class 'binDesign' tidy(x, ...)<br />## S3 method for class 'binDesign' glance(x, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>A 'binDesign' object</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>Extra arguments (not used)</p> </td> </tr> </table> "	FALSE
"binWidth_tidiers"	"broom"	"Tidy a binWidth object"	"<p>Tidy a binWidth object from the 'binGroup' package, which calculates the expected width of a confidence interval from a binomial test. </p>"	"<pre>## S3 method for class 'binWidth' tidy(x, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>A 'binWidth' object</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>Extra arguments (not used)</p> </td> </tr> </table> "	FALSE
"bootstrap"	"broom"	"Set up bootstrap replicates of a dplyr operation"	"<p>Set up bootstrap replicates of a dplyr operation </p>"	"<pre>bootstrap(df, m, by_group = FALSE) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>df</code></td> <td> <p>a data frame</p> </td> </tr> <tr valign='top'> <td><code>m</code></td> <td> <p>number of bootstrap replicates to perform</p> </td> </tr> <tr valign='top'> <td><code>by_group</code></td> <td> <p>If <code>TRUE</code>, then bootstrap within each group if <code>df</code> is a grouped tbl.</p> </td> </tr> </table> "	FALSE
"boot_tidiers"	"broom"	"Tidying methods for bootstrap computations"	"<p>Tidying methods for 'boot' objects from the 'boot' package. </p>"	"<pre>## S3 method for class 'boot' tidy(x, conf.int = FALSE, conf.level = 0.95,<br />   conf.method = 'perc', ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p><code>boot</code> object</p> </td> </tr> <tr valign='top'> <td><code>conf.int</code></td> <td> <p>whether to include a confidence interval</p> </td> </tr> <tr valign='top'> <td><code>conf.level</code></td> <td> <p>confidence level for CI</p> </td> </tr> <tr valign='top'> <td><code>conf.method</code></td> <td> <p>method for computing confidence intervals (see <code>boot.ci</code>)</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>extra arguments (not used)</p> </td> </tr> </table> "	FALSE
"broom"	"broom"	"Convert Statistical Analysis Objects into Tidy Data Frames"	"<p>Convert statistical analysis objects from R into tidy data frames, so that they can more easily be combined, reshaped and otherwise processed with tools like dplyr, tidyr and ggplot2. The package provides three S3 generics: tidy, which summarizes a model's statistical findings such as coefficients of a regression; augment, which adds columns to the original data such as predictions, residuals and cluster assignments; and glance, which provides a one-row summary of model-level statistics. </p>"	NA	NA	FALSE
"btergm_tidiers"	"broom"	"Tidying method for a bootstrapped temporal exponential random graph model"	"<p>This method tidies the coefficients of a bootstrapped temporal exponential  random graph model estimated with the <span class='pkg'>xergm</span>. It simply returns the coefficients and their confidence intervals. </p>"	"<pre>## S3 method for class 'btergm' tidy(x, conf.level = 0.95, exponentiate = FALSE,<br />   quick = FALSE, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>a <code>btergm</code> object</p> </td> </tr> <tr valign='top'> <td><code>conf.level</code></td> <td> <p>confidence level of the bootstrapped interval</p> </td> </tr> <tr valign='top'> <td><code>exponentiate</code></td> <td> <p>whether to exponentiate the coefficient estimates and confidence intervals</p> </td> </tr> <tr valign='top'> <td><code>quick</code></td> <td> <p>whether to compute a smaller and faster version, containing only the <code>term</code> and <code>estimate</code> columns.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>extra arguments (currently not used)</p> </td> </tr> </table> "	FALSE
"cch_tidiers"	"broom"	"tidiers for case-cohort data"	"<p>Tidiers for case-cohort analyses: summarize each estimated coefficient, or test the overall model. </p>"	"<pre>## S3 method for class 'cch' tidy(x, conf.level = 0.95, ...)<br />## S3 method for class 'cch' glance(x, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>a 'cch' object</p> </td> </tr> <tr valign='top'> <td><code>conf.level</code></td> <td> <p>confidence level for CI</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>extra arguments (not used)</p> </td> </tr> </table> "	FALSE
"compact"	"broom"	"Remove NULL items in a vector or list"	"<p>Remove NULL items in a vector or list </p>"	"<pre>compact(x) </pre>"	"<table summary='R argblock'><tr valign='top'> <td><code>x</code></td> <td> <p>a vector or list</p> </td> </tr></table>"	FALSE
"confint.geeglm"	"broom"	"Confidence interval for geeglm objects"	"<p>Generate confidence intervals for GEE analyses </p>"	"<pre>## S3 method for class 'geeglm' confint(object, parm, level = 0.95, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>object</code></td> <td> <p>The 'geeglm' object</p> </td> </tr> <tr valign='top'> <td><code>parm</code></td> <td> <p>The parameter to calculate the confidence interval for.  If not specified, the default is to calculate a confidence interval on all parameters (all variables in the model).</p> </td> </tr> <tr valign='top'> <td><code>level</code></td> <td> <p>confidence level of the interval, used only if <code>conf.int=TRUE</code></p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>Additional parameters</p> </td> </tr> </table> "	FALSE
"confint_tidy"	"broom"	"Calculate confidence interval as a tidy data frame"	"<p>Return a confidence interval as a tidy data frame. This directly wraps the <code>confint</code> function, but ensures it folllows broom conventions: column names of <code>conf.low</code> and <code>conf.high</code>, and no row names </p>"	"<pre>confint_tidy(x, conf.level = 0.95, func = stats::confint, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>a model object for which <code>confint</code> can be calculated</p> </td> </tr> <tr valign='top'> <td><code>conf.level</code></td> <td> <p>confidence level</p> </td> </tr> <tr valign='top'> <td><code>func</code></td> <td> <p>Function to use for computing confint</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>extra arguments passed on to <code>confint</code></p> </td> </tr> </table> "	FALSE
"coxph_tidiers"	"broom"	"Tidiers for coxph object"	"<p>Tidy the coefficients of a Cox proportional hazards regression model, construct predictions, or summarize the entire model into a single row. </p>"	"<pre>## S3 method for class 'coxph' tidy(x, exponentiate = FALSE, conf.int = 0.95, ...)<br />## S3 method for class 'coxph' augment(x, data = stats::model.frame(x), newdata,<br />   type.predict = 'lp', type.residuals = 'martingale', ...)<br />## S3 method for class 'coxph' glance(x, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>'coxph' object</p> </td> </tr> <tr valign='top'> <td><code>exponentiate</code></td> <td> <p>whether to report the estimate and confidence intervals on an exponential scale</p> </td> </tr> <tr valign='top'> <td><code>conf.int</code></td> <td> <p>confidence level to be used for CI</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>Extra arguments, not used</p> </td> </tr> <tr valign='top'> <td><code>data</code></td> <td> <p>original data for <code>augment</code></p> </td> </tr> <tr valign='top'> <td><code>newdata</code></td> <td> <p>new data on which to do predictions</p> </td> </tr> <tr valign='top'> <td><code>type.predict</code></td> <td> <p>type of predicted value (see <code>predict.coxph</code>)</p> </td> </tr> <tr valign='top'> <td><code>type.residuals</code></td> <td> <p>type of residuals (see <code>residuals.coxph</code>)</p> </td> </tr> </table> "	FALSE
