"name"	"package"	"summary"	"Description"	"Usage"	"Arguments"	"error"
"anova.glm"	"stats"	"Analysis of Deviance for Generalized Linear Model Fits"	"<p>Compute an analysis of deviance table for one or more generalized linear model fits. </p>"	"<pre>## S3 method for class 'glm' anova(object, ..., dispersion = NULL, test = NULL) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>object, ...</code></td> <td> <p>objects of class <code>glm</code>, typically the result of a call to <code>glm</code>, or a list of <code>objects</code> for the <code>'glmlist'</code> method.</p> </td> </tr> <tr valign='top'> <td><code>dispersion</code></td> <td> <p>the dispersion parameter for the fitting family. By default it is obtained from the object(s).</p> </td> </tr> <tr valign='top'> <td><code>test</code></td> <td> <p>a character string, (partially) matching one of <code>'Chisq'</code>, <code>'LRT'</code>, <code>'Rao'</code>, <code>'F'</code> or <code>'Cp'</code>. See <code>stat.anova</code>.</p> </td> </tr> </table> "	FALSE
"anova.lm"	"stats"	"ANOVA for Linear Model Fits"	"<p>Compute an analysis of variance table for one or more linear model fits. </p>"	"<pre>## S3 method for class 'lm' anova(object, ...)<br />## S3 method for class 'lmlist' anova(object, ..., scale = 0, test = 'F') </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>object, ...</code></td> <td> <p>objects of class <code>lm</code>, usually, a result of a call to <code>lm</code>.</p> </td> </tr> <tr valign='top'> <td><code>test</code></td> <td> <p>a character string specifying the test statistic to be used. Can be one of <code>'F'</code>, <code>'Chisq'</code> or <code>'Cp'</code>, with partial matching allowed, or <code>NULL</code> for no test.</p> </td> </tr> <tr valign='top'> <td><code>scale</code></td> <td> <p>numeric. An estimate of the noise variance <i>σ^2</i>. If zero this will be estimated from the largest model considered. </p> </td> </tr> </table> "	FALSE
"anova.mlm"	"stats"	"Comparisons between Multivariate Linear Models"	"<p>Compute a (generalized) analysis of variance table for one or more multivariate linear models. </p>"	"<pre>## S3 method for class 'mlm' anova(object, ...,<br />       test = c('Pillai', 'Wilks', 'Hotelling-Lawley', 'Roy',<br />                'Spherical'),<br />       Sigma = diag(nrow = p), T = Thin.row(proj(M) - proj(X)),<br />       M = diag(nrow = p), X = ~0,<br />       idata = data.frame(index = seq_len(p)), tol = 1e-7) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>object</code></td> <td> <p>an object of class <code>'mlm'</code>.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>further objects of class <code>'mlm'</code>.</p> </td> </tr> <tr valign='top'> <td><code>test</code></td> <td> <p>choice of test statistic (see below).  Can be abbreviated.</p> </td> </tr> <tr valign='top'> <td><code>Sigma</code></td> <td> <p>(only relevant if  <code>test == 'Spherical'</code>).  Covariance matrix assumed proportional to <code>Sigma</code>.</p> </td> </tr> <tr valign='top'> <td><code>T</code></td> <td> <p>transformation matrix.  By default computed from <code>M</code> and <code>X</code>.</p> </td> </tr> <tr valign='top'> <td><code>M</code></td> <td> <p>formula or matrix describing the outer projection (see below).</p> </td> </tr> <tr valign='top'> <td><code>X</code></td> <td> <p>formula or matrix describing the inner projection (see below).</p> </td> </tr> <tr valign='top'> <td><code>idata</code></td> <td> <p>data frame describing intra-block design.</p> </td> </tr> </table>  <table summary='R argblock'><tr valign='top'> <td><code>tol</code></td> <td> <p>tolerance to be used in deciding if the residuals are rank-deficient: see <code>qr</code>.</p> </td> </tr></table> "	FALSE
"ansari.test"	"stats"	"Ansari-Bradley Test"	"<p>Performs the Ansari-Bradley two-sample test for a difference in scale parameters. </p>"	"<pre>ansari.test(x, ...)<br />## Default S3 method: ansari.test(x, y,<br />             alternative = c('two.sided', 'less', 'greater'),<br />             exact = NULL, conf.int = FALSE, conf.level = 0.95,<br />             ...)<br />## S3 method for class 'formula' ansari.test(formula, data, subset, na.action, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>numeric vector of data values.</p> </td> </tr> <tr valign='top'> <td><code>y</code></td> <td> <p>numeric vector of data values.</p> </td> </tr> <tr valign='top'> <td><code>alternative</code></td> <td> <p>indicates the alternative hypothesis and must be one of <code>'two.sided'</code>, <code>'greater'</code> or <code>'less'</code>.  You can specify just the initial letter.</p> </td> </tr> <tr valign='top'> <td><code>exact</code></td> <td> <p>a logical indicating whether an exact p-value should be computed.</p> </td> </tr> <tr valign='top'> <td><code>conf.int</code></td> <td> <p>a logical,indicating whether a confidence interval should be computed.</p> </td> </tr> <tr valign='top'> <td><code>conf.level</code></td> <td> <p>confidence level of the interval.</p> </td> </tr> <tr valign='top'> <td><code>formula</code></td> <td> <p>a formula of the form <code>lhs ~ rhs</code> where <code>lhs</code> is a numeric variable giving the data values and <code>rhs</code> a factor with two levels giving the corresponding groups.</p> </td> </tr> <tr valign='top'> <td><code>data</code></td> <td> <p>an optional matrix or data frame (or similar: see <code>model.frame</code>) containing the variables in the formula <code>formula</code>.  By default the variables are taken from <code>environment(formula)</code>.</p> </td> </tr> <tr valign='top'> <td><code>subset</code></td> <td> <p>an optional vector specifying a subset of observations to be used.</p> </td> </tr> <tr valign='top'> <td><code>na.action</code></td> <td> <p>a function which indicates what should happen when the data contain <code>NA</code>s.  Defaults to <code>getOption('na.action')</code>.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>further arguments to be passed to or from methods.</p> </td> </tr> </table> "	FALSE
"aov"	"stats"	"Fit an Analysis of Variance Model"	"<p>Fit an analysis of variance model by a call to <code>lm</code> for each stratum. </p>"	"<pre>aov(formula, data = NULL, projections = FALSE, qr = TRUE,<br />     contrasts = NULL, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>formula</code></td> <td> <p>A formula specifying the model.</p> </td> </tr> <tr valign='top'> <td><code>data</code></td> <td> <p>A data frame in which the variables specified in the formula will be found. If missing, the variables are searched for in the standard way.</p> </td> </tr> <tr valign='top'> <td><code>projections</code></td> <td> <p>Logical flag: should the projections be returned?</p> </td> </tr> <tr valign='top'> <td><code>qr</code></td> <td> <p>Logical flag: should the QR decomposition be returned?</p> </td> </tr> <tr valign='top'> <td><code>contrasts</code></td> <td> <p>A list of contrasts to be used for some of the factors in the formula. These are not used for any <code>Error</code> term, and supplying contrasts for factors only in the <code>Error</code> term will give a warning.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>Arguments to be passed to <code>lm</code>, such as <code>subset</code> or <code>na.action</code>.  See ‘Details’ about <code>weights</code>.</p> </td> </tr> </table> "	FALSE
"approxfun"	"stats"	"Interpolation Functions"	"<p>Return a list of points which linearly interpolate given data points, or a function performing the linear (or constant) interpolation. </p>"	"<pre>approx<br />   (x, y = NULL, xout, method = 'linear', n = 50,<br />           yleft, yright, rule = 1, f = 0, ties = mean)<br />approxfun(x, y = NULL,<br />       method = 'linear',<br />           yleft, yright, rule = 1, f = 0, ties = mean) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x, y</code></td> <td> <p>numeric vectors giving the coordinates of the points to be interpolated.  Alternatively a single plotting structure can be specified: see <code>xy.coords</code>.</p> </td> </tr> <tr valign='top'> <td><code>xout</code></td> <td> <p>an optional set of numeric values specifying where interpolation is to take place.</p> </td> </tr> <tr valign='top'> <td><code>method</code></td> <td> <p>specifies the interpolation method to be used.  Choices are <code>'linear'</code> or <code>'constant'</code>.</p> </td> </tr> <tr valign='top'> <td><code>n</code></td> <td> <p>If <code>xout</code> is not specified, interpolation takes place at <code>n</code> equally spaced points spanning the interval [<code>min(x)</code>, <code>max(x)</code>].</p> </td> </tr> <tr valign='top'> <td><code>yleft</code></td> <td> <p>the value to be returned when input <code>x</code> values are less than <code>min(x)</code>. The default is defined by the value of <code>rule</code> given below.</p> </td> </tr> <tr valign='top'> <td><code>yright</code></td> <td> <p>the value to be returned when input <code>x</code> values are greater than <code>max(x)</code>. The default is defined by the value of <code>rule</code> given below.</p> </td> </tr> <tr valign='top'> <td><code>rule</code></td> <td> <p>an integer (of length 1 or 2) describing how interpolation is to take place outside the interval [<code>min(x)</code>, <code>max(x)</code>]. If <code>rule</code> is <code>1</code> then <code>NA</code>s are returned for such points and if it is <code>2</code>, the value at the closest data extreme is used.  Use, e.g., <code>rule = 2:1</code>, if the left and right side extrapolation should differ.</p> </td> </tr> <tr valign='top'> <td><code>f</code></td> <td> <p>for <code>method = 'constant'</code> a number between 0 and 1 inclusive, indicating a compromise between left- and  right-continuous step functions. If <code>y0</code> and <code>y1</code> are the values to the left and right of the point then the value is <code>y0</code> if <code>f == 0</code>, <code>y1</code> if <code>f == 1</code>, and <code> y0*(1-f)+y1*f</code> for intermediate values. In this way the result is right-continuous for <code>f == 0</code> and left-continuous for <code>f<br />     == 1</code>, even for non-finite <code>y</code> values.</p> </td> </tr> <tr valign='top'> <td><code>ties</code></td> <td> <p>Handling of tied <code>x</code> values.  Either a function with a single vector argument returning a single number result or the string <code>'ordered'</code>.</p> </td> </tr> </table> "	FALSE
"ar"	"stats"	"Fit Autoregressive Models to Time Series"	"<p>Fit an autoregressive time series model to the data, by default selecting the complexity by AIC. </p>"	"<pre>ar(x, aic = TRUE, order.max = NULL,<br />    method = c('yule-walker', 'burg', 'ols', 'mle', 'yw'),<br />    na.action, series, ...)<br />ar.burg(x, ...) ## Default S3 method: ar.burg(x, aic = TRUE, order.max = NULL,<br />         na.action = na.fail, demean = TRUE, series,<br />         var.method = 1, ...) ## S3 method for class 'mts' ar.burg(x, aic = TRUE, order.max = NULL,<br />         na.action = na.fail, demean = TRUE, series,<br />         var.method = 1, ...)<br />ar.yw(x, ...) ## Default S3 method: ar.yw(x, aic = TRUE, order.max = NULL,<br />       na.action = na.fail, demean = TRUE, series, ...) ## S3 method for class 'mts' ar.yw(x, aic = TRUE, order.max = NULL,<br />       na.action = na.fail, demean = TRUE, series,<br />       var.method = 1, ...)<br />ar.mle(x, aic = TRUE, order.max = NULL, na.action = na.fail,<br />        demean = TRUE, series, ...)<br />## S3 method for class 'ar' predict(object, newdata, n.ahead = 1, se.fit = TRUE, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>A univariate or multivariate time series.</p> </td> </tr> <tr valign='top'> <td><code>aic</code></td> <td> <p>Logical flag.  If <code>TRUE</code> then the Akaike Information Criterion is used to choose the order of the autoregressive model. If <code>FALSE</code>, the model of order <code>order.max</code> is fitted.</p> </td> </tr> <tr valign='top'> <td><code>order.max</code></td> <td> <p>Maximum order (or order) of model to fit. Defaults to the smaller of <i>N-1</i> and <i>10*log10(N)</i> where <i>N</i> is the number of observations except for <code>method = 'mle'</code> where it is the minimum of this quantity and 12.</p> </td> </tr> <tr valign='top'> <td><code>method</code></td> <td> <p>Character string giving the method used to fit the model.  Must be one of the strings in the default argument (the first few characters are sufficient).  Defaults to <code>'yule-walker'</code>.</p> </td> </tr> <tr valign='top'> <td><code>na.action</code></td> <td> <p>function to be called to handle missing values.</p> </td> </tr> <tr valign='top'> <td><code>demean</code></td> <td> <p>should a mean be estimated during fitting?</p> </td> </tr> <tr valign='top'> <td><code>series</code></td> <td> <p>names for the series.  Defaults to <code>deparse(substitute(x))</code>.</p> </td> </tr> <tr valign='top'> <td><code>var.method</code></td> <td> <p>the method to estimate the innovations variance (see ‘Details’).</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>additional arguments for specific methods.</p> </td> </tr> <tr valign='top'> <td><code>object</code></td> <td> <p>a fit from <code>ar</code>.</p> </td> </tr> <tr valign='top'> <td><code>newdata</code></td> <td> <p>data to which to apply the prediction.</p> </td> </tr> <tr valign='top'> <td><code>n.ahead</code></td> <td> <p>number of steps ahead at which to predict.</p> </td> </tr> <tr valign='top'> <td><code>se.fit</code></td> <td> <p>logical: return estimated standard errors of the prediction error?</p> </td> </tr> </table> "	FALSE
"ar.ols"	"stats"	"Fit Autoregressive Models to Time Series by OLS"	"<p>Fit an autoregressive time series model to the data by ordinary least squares, by default selecting the complexity by AIC. </p>"	"<pre>ar.ols(x, aic = TRUE, order.max = NULL, na.action = na.fail,<br />        demean = TRUE, intercept = demean, series, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>A univariate or multivariate time series.</p> </td> </tr> <tr valign='top'> <td><code>aic</code></td> <td> <p>Logical flag.  If <code>TRUE</code> then the Akaike Information Criterion is used to choose the order of the autoregressive model. If <code>FALSE</code>, the model of order <code>order.max</code> is fitted.</p> </td> </tr> <tr valign='top'> <td><code>order.max</code></td> <td> <p>Maximum order (or order) of model to fit. Defaults to <i>10*log10(N)</i> where <i>N</i> is the number of observations.</p> </td> </tr> <tr valign='top'> <td><code>na.action</code></td> <td> <p>function to be called to handle missing values.</p> </td> </tr> <tr valign='top'> <td><code>demean</code></td> <td> <p>should the AR model be for <code>x</code> minus its mean?</p> </td> </tr> <tr valign='top'> <td><code>intercept</code></td> <td> <p>should a separate intercept term be fitted?</p> </td> </tr> <tr valign='top'> <td><code>series</code></td> <td> <p>names for the series.  Defaults to <code>deparse(substitute(x))</code>.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>further arguments to be passed to or from methods.</p> </td> </tr> </table> "	FALSE
"arima"	"stats"	"ARIMA Modelling of Time Series"	"<p>Fit an ARIMA model to a univariate time series. </p>"	"<pre>arima(x, order = c(0L, 0L, 0L),<br />       seasonal = list(order = c(0L, 0L, 0L), period = NA),<br />       xreg = NULL, include.mean = TRUE,<br />       transform.pars = TRUE,<br />       fixed = NULL, init = NULL,<br />       method = c('CSS-ML', 'ML', 'CSS'), n.cond,<br />       SSinit = c('Gardner1980', 'Rossignol2011'),<br />       optim.method = 'BFGS',<br />       optim.control = list(), kappa = 1e6) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>a univariate time series</p> </td> </tr> <tr valign='top'> <td><code>order</code></td> <td> <p>A specification of the non-seasonal part of the ARIMA model: the three integer components <i>(p, d, q)</i> are the AR order, the degree of differencing, and the MA order.</p> </td> </tr> <tr valign='top'> <td><code>seasonal</code></td> <td> <p>A specification of the seasonal part of the ARIMA model, plus the period (which defaults to <code>frequency(x)</code>). This should be a list with components <code>order</code> and <code>period</code>, but a specification of just a numeric vector of length 3 will be turned into a suitable list with the specification as the <code>order</code>.</p> </td> </tr> <tr valign='top'> <td><code>xreg</code></td> <td> <p>Optionally, a vector or matrix of external regressors, which must have the same number of rows as <code>x</code>.</p> </td> </tr> <tr valign='top'> <td><code>include.mean</code></td> <td> <p>Should the ARMA model include a mean/intercept term?  The default is <code>TRUE</code> for undifferenced series, and it is ignored for ARIMA models with differencing.</p> </td> </tr> <tr valign='top'> <td><code>transform.pars</code></td> <td> <p>logical; if true, the AR parameters are transformed to ensure that they remain in the region of stationarity.  Not used for <code>method = 'CSS'</code>.  For <code>method = 'ML'</code>, it has been advantageous to set <code>transform.pars = FALSE</code> in some cases, see also <code>fixed</code>.</p> </td> </tr> <tr valign='top'> <td><code>fixed</code></td> <td> <p>optional numeric vector of the same length as the total number of parameters.  If supplied, only <code>NA</code> entries in <code>fixed</code> will be varied.  <code>transform.pars = TRUE</code> will be overridden (with a warning) if any AR parameters are fixed. It may be wise to set <code>transform.pars = FALSE</code> when fixing MA parameters, especially near non-invertibility. </p> </td> </tr> <tr valign='top'> <td><code>init</code></td> <td> <p>optional numeric vector of initial parameter values.  Missing values will be filled in, by zeroes except for regression coefficients.  Values already specified in <code>fixed</code> will be ignored.</p> </td> </tr> <tr valign='top'> <td><code>method</code></td> <td> <p>fitting method: maximum likelihood or minimize conditional sum-of-squares.  The default (unless there are missing values) is to use conditional-sum-of-squares to find starting values, then maximum likelihood.  Can be abbreviated.</p> </td> </tr> <tr valign='top'> <td><code>n.cond</code></td> <td> <p>only used if fitting by conditional-sum-of-squares: the number of initial observations to ignore.  It will be ignored if less than the maximum lag of an AR term.</p> </td> </tr> <tr valign='top'> <td><code>SSinit</code></td> <td> <p>a string specifying the algorithm to compute the state-space initialization of the likelihood; see <code>KalmanLike</code> for details.<br />   Can be abbreviated.</p> </td> </tr> <tr valign='top'> <td><code>optim.method</code></td> <td> <p>The value passed as the <code>method</code> argument to <code>optim</code>.</p> </td> </tr> <tr valign='top'> <td><code>optim.control</code></td> <td> <p>List of control parameters for <code>optim</code>.</p> </td> </tr> <tr valign='top'> <td><code>kappa</code></td> <td> <p>the prior variance (as a multiple of the innovations variance) for the past observations in a differenced model.  Do not reduce this.</p> </td> </tr> </table> "	FALSE
"arima.sim"	"stats"	"Simulate from an ARIMA Model"	"<p>Simulate from an ARIMA model. </p>"	"<pre>arima.sim(model, n, rand.gen = rnorm, innov = rand.gen(n, ...),<br />           n.start = NA, start.innov = rand.gen(n.start, ...),<br />           ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>model</code></td> <td> <p>A list with component <code>ar</code> and/or <code>ma</code> giving the AR and MA coefficients respectively.  Optionally a component <code>order</code> can be used.  An empty list gives an ARIMA(0, 0, 0) model, that is white noise.</p> </td> </tr> <tr valign='top'> <td><code>n</code></td> <td> <p>length of output series, before un-differencing.  A strictly positive integer.</p> </td> </tr> <tr valign='top'> <td><code>rand.gen</code></td> <td> <p>optional: a function to generate the innovations.</p> </td> </tr> <tr valign='top'> <td><code>innov</code></td> <td> <p>an optional times series of innovations.  If not provided, <code>rand.gen</code> is used.</p> </td> </tr> <tr valign='top'> <td><code>n.start</code></td> <td> <p>length of ‘burn-in’ period.  If <code>NA</code>, the default, a reasonable value is computed.</p> </td> </tr> <tr valign='top'> <td><code>start.innov</code></td> <td> <p>an optional times series of innovations to be used for the burn-in period.  If supplied there must be at least <code>n.start</code> values (and <code>n.start</code> is by default computed inside the function).</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>additional arguments for <code>rand.gen</code>.  Most usefully, the standard deviation of the innovations generated by <code>rnorm</code> can be specified by <code>sd</code>.</p> </td> </tr> </table> "	FALSE
"arima0"	"stats"	"ARIMA Modelling of Time Series – Preliminary Version"	"<p>Fit an ARIMA model to a univariate time series, and forecast from the fitted model. </p>"	"<pre>arima0(x, order = c(0, 0, 0),<br />        seasonal = list(order = c(0, 0, 0), period = NA),<br />        xreg = NULL, include.mean = TRUE, delta = 0.01,<br />        transform.pars = TRUE, fixed = NULL, init = NULL,<br />        method = c('ML', 'CSS'), n.cond, optim.control = list())<br />## S3 method for class 'arima0' predict(object, n.ahead = 1, newxreg, se.fit = TRUE, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>a univariate time series</p> </td> </tr> <tr valign='top'> <td><code>order</code></td> <td> <p>A specification of the non-seasonal part of the ARIMA model: the three components <i>(p, d, q)</i> are the AR order, the degree of differencing, and the MA order.</p> </td> </tr> <tr valign='top'> <td><code>seasonal</code></td> <td> <p>A specification of the seasonal part of the ARIMA model, plus the period (which defaults to <code>frequency(x)</code>). This should be a list with components <code>order</code> and <code>period</code>, but a specification of just a numeric vector of length 3 will be turned into a suitable list with the specification as the <code>order</code>.</p> </td> </tr> <tr valign='top'> <td><code>xreg</code></td> <td> <p>Optionally, a vector or matrix of external regressors, which must have the same number of rows as <code>x</code>.</p> </td> </tr> <tr valign='top'> <td><code>include.mean</code></td> <td> <p>Should the ARIMA model include a mean term? The default is <code>TRUE</code> for undifferenced series, <code>FALSE</code> for differenced ones (where a mean would not affect the fit nor predictions).</p> </td> </tr> <tr valign='top'> <td><code>delta</code></td> <td> <p>A value to indicate at which point ‘fast recursions’ should be used.  See the ‘Details’ section.</p> </td> </tr> <tr valign='top'> <td><code>transform.pars</code></td> <td> <p>Logical.  If true, the AR parameters are transformed to ensure that they remain in the region of stationarity.  Not used for <code>method = 'CSS'</code>.</p> </td> </tr> <tr valign='top'> <td><code>fixed</code></td> <td> <p>optional numeric vector of the same length as the total number of parameters.  If supplied, only <code>NA</code> entries in <code>fixed</code> will be varied.  <code>transform.pars = TRUE</code> will be overridden (with a warning) if any ARMA parameters are fixed.</p> </td> </tr> <tr valign='top'> <td><code>init</code></td> <td> <p>optional numeric vector of initial parameter values.  Missing values will be filled in, by zeroes except for regression coefficients.  Values already specified in <code>fixed</code> will be ignored.</p> </td> </tr> <tr valign='top'> <td><code>method</code></td> <td> <p>Fitting method: maximum likelihood or minimize conditional sum-of-squares.  Can be abbreviated.</p> </td> </tr> <tr valign='top'> <td><code>n.cond</code></td> <td> <p>Only used if fitting by conditional-sum-of-squares: the number of initial observations to ignore.  It will be ignored if less than the maximum lag of an AR term.</p> </td> </tr> <tr valign='top'> <td><code>optim.control</code></td> <td> <p>List of control parameters for <code>optim</code>.</p> </td> </tr> <tr valign='top'> <td><code>object</code></td> <td> <p>The result of an <code>arima0</code> fit.</p> </td> </tr> <tr valign='top'> <td><code>newxreg</code></td> <td> <p>New values of <code>xreg</code> to be used for prediction. Must have at least <code>n.ahead</code> rows.</p> </td> </tr> <tr valign='top'> <td><code>n.ahead</code></td> <td> <p>The number of steps ahead for which prediction is required.</p> </td> </tr> <tr valign='top'> <td><code>se.fit</code></td> <td> <p>Logical: should standard errors of prediction be returned?</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>arguments passed to or from other methods.</p> </td> </tr> </table> "	FALSE
"ARMAacf"	"stats"	"Compute Theoretical ACF for an ARMA Process"	"<p>Compute the theoretical autocorrelation function or partial autocorrelation function for an ARMA process. </p>"	"<pre>ARMAacf(ar = numeric(), ma = numeric(), lag.max = r, pacf = FALSE) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>ar</code></td> <td> <p>numeric vector of AR coefficients</p> </td> </tr> <tr valign='top'> <td><code>ma</code></td> <td> <p>numeric vector of MA coefficients</p> </td> </tr> <tr valign='top'> <td><code>lag.max</code></td> <td> <p>integer.  Maximum lag required.  Defaults to <code>max(p, q+1)</code>, where <code>p, q</code> are the numbers of AR and MA terms respectively.</p> </td> </tr> <tr valign='top'> <td><code>pacf</code></td> <td> <p>logical.  Should the partial autocorrelations be returned?</p> </td> </tr> </table> "	FALSE
"ARMAtoMA"	"stats"	"Convert ARMA Process to Infinite MA Process"	"<p>Convert ARMA process to infinite MA process. </p>"	"<pre>ARMAtoMA(ar = numeric(), ma = numeric(), lag.max) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>ar</code></td> <td> <p>numeric vector of AR coefficients</p> </td> </tr> <tr valign='top'> <td><code>ma</code></td> <td> <p>numeric vector of MA coefficients</p> </td> </tr> <tr valign='top'> <td><code>lag.max</code></td> <td> <p>Largest MA(Inf) coefficient required.</p> </td> </tr> </table> "	FALSE
